node,degree,degree_centrality,closeness_centrality,betweness_centrality,eigenvector_centrality,clustering
969,32,7.92E-03,1.10E-01,1.84E-06,8.56E-17,7.54E-01
970,15,3.71E-03,1.02E-01,0,4.84E-18,7.52E-01
971,34,8.42E-03,1.10E-01,3.17E-05,4.42E-17,6.29E-01
972,21,5.20E-03,1.26E-01,1.96E-07,3.27E-18,7.95E-01
973,18,4.46E-03,1.47E-01,3.75E-06,1.98E-18,3.86E-01
974,11,2.72E-03,9.68E-02,3.45E-08,1.47E-18,7.45E-01
975,54,1.34E-02,1.09E-01,1.84E-05,1.29E-16,7.28E-01
976,24,5.94E-03,8.65E-02,1.13E-06,3.97E-16,7.21E-01
977,26,6.44E-03,1.11E-01,4.05E-07,1.05E-17,5.60E-01
978,104,2.58E-02,1.60E-01,3.41E-05,7.41E-18,5.74E-01
979,10,2.48E-03,8.61E-02,4.21E-08,1.12E-18,9.11E-01
980,128,3.17E-02,1.63E-01,9.56E-05,-5.81E-18,5.14E-01
981,47,1.16E-02,1.08E-01,1.71E-05,1.50E-16,7.62E-01
982,68,1.68E-02,1.53E-01,2.30E-05,-1.92E-18,6.29E-01
983,62,1.54E-02,1.41E-01,1.03E-05,2.28E-18,6.99E-01
984,42,1.04E-02,1.11E-01,4.64E-06,1.46E-16,7.62E-01
985,7,1.73E-03,8.83E-02,0,-2.29E-18,7.62E-01
986,11,2.72E-03,8.49E-02,2.92E-07,1.13E-17,7.45E-01
987,6,1.49E-03,1.04E-01,0,3.02E-19,4.00E-01
988,41,1.02E-02,9.83E-02,1.48E-06,1.01E-16,7.68E-01
989,35,8.67E-03,9.97E-02,3.25E-09,4.72E-17,6.59E-01
990,29,7.18E-03,1.47E-01,1.67E-05,3.11E-18,2.98E-01
991,19,4.71E-03,1.51E-01,3.66E-05,4.36E-18,3.27E-01
992,31,7.68E-03,8.69E-02,1.65E-05,1.02E-16,8.04E-01
993,154,3.81E-02,1.62E-01,2.23E-04,2.30E-17,5.14E-01
994,27,6.69E-03,1.19E-01,4.40E-06,4.71E-17,4.39E-01
995,66,1.63E-02,1.72E-01,1.09E-04,-2.86E-19,4.38E-01
996,4,9.91E-04,1.21E-01,0,3.41E-18,6.67E-01
997,96,2.38E-02,1.56E-01,1.89E-05,4.43E-18,5.70E-01
998,9,2.23E-03,1.47E-01,6.71E-07,1.95E-18,5.83E-01
999,77,1.91E-02,1.54E-01,1.18E-04,1.34E-16,6.73E-01
1000,16,3.96E-03,9.51E-02,2.67E-05,2.55E-18,5.33E-01
1001,39,9.66E-03,1.42E-01,3.26E-04,1.29E-15,4.14E-01
1002,4,9.91E-04,7.43E-04,0,1.03E-18,8.33E-01
1003,95,2.35E-02,1.56E-01,1.35E-05,4.75E-19,5.30E-01
1004,120,2.97E-02,1.57E-01,3.84E-06,3.86E-18,6.01E-01
1005,14,3.47E-03,6.88E-02,1.23E-08,8.11E-18,9.12E-01
1006,142,3.52E-02,1.59E-01,1.18E-04,3.91E-17,5.33E-01
1007,16,3.96E-03,1.18E-01,3.06E-05,9.75E-17,4.83E-01
1008,8,1.98E-03,1.29E-01,0,1.81E-18,3.21E-01
1009,57,1.41E-02,1.18E-01,4.86E-05,7.27E-17,5.51E-01
1010,36,8.92E-03,1.06E-01,1.77E-04,4.83E-19,4.02E-01
1011,32,7.92E-03,1.13E-01,1.06E-04,4.05E-16,5.75E-01
1012,32,7.92E-03,1.53E-01,1.11E-03,1.24E-15,4.29E-01
1013,12,2.97E-03,1.38E-01,1.03E-04,7.85E-17,3.79E-01
1014,99,2.45E-02,1.12E-01,1.30E-04,2.09E-16,4.15E-01
1015,36,8.92E-03,1.12E-01,7.05E-06,9.99E-17,7.44E-01
1016,9,2.23E-03,8.60E-02,0,1.40E-18,1.00E+00
1017,149,3.69E-02,1.57E-01,6.39E-05,2.80E-17,5.29E-01
1018,51,1.26E-02,1.10E-01,3.54E-05,4.35E-16,5.95E-01
1019,58,1.44E-02,1.16E-01,1.85E-04,8.89E-17,6.66E-01
1020,58,1.44E-02,1.11E-01,2.16E-05,1.70E-16,6.38E-01
1021,61,1.51E-02,1.38E-01,4.30E-04,1.21E-16,5.92E-01
1022,4,9.91E-04,1.25E-01,0,4.15E-18,8.33E-01
1023,9,2.23E-03,1.02E-01,1.66E-04,2.05E-18,4.17E-01
1024,85,2.11E-02,1.55E-01,4.04E-05,1.12E-17,6.25E-01
1025,29,7.18E-03,1.38E-01,1.11E-04,6.27E-16,3.99E-01
1026,80,1.98E-02,1.55E-01,1.85E-05,-8.36E-19,5.74E-01
1027,3,7.43E-04,4.95E-04,0,-1.57E-18,1.00E+00
1028,67,1.66E-02,1.66E-01,2.98E-05,9.61E-18,6.45E-01
1029,79,1.96E-02,1.96E-01,1.34E-03,1.10E-17,4.28E-01
1030,11,2.72E-03,1.18E-01,2.45E-05,2.67E-18,6.18E-01
1031,4,9.91E-04,1.42E-01,0,-5.67E-19,8.33E-01
1032,79,1.96E-02,1.34E-01,1.29E-03,3.40E-16,4.97E-01
1033,17,4.21E-03,1.12E-01,4.72E-05,1.59E-19,6.99E-01
1034,3,7.43E-04,1.13E-01,0,1.03E-18,1.00E+00
1035,26,6.44E-03,1.05E-01,3.19E-05,1.42E-17,4.40E-01
1036,58,1.44E-02,8.45E-02,2.00E-06,2.43E-16,6.94E-01
1037,37,9.16E-03,1.05E-01,2.00E-05,1.30E-16,4.94E-01
1038,5,1.24E-03,1.13E-01,3.04E-07,3.63E-18,5.00E-01
1039,27,6.69E-03,1.23E-01,9.78E-08,7.02E-18,6.78E-01
1040,67,1.66E-02,1.50E-01,2.79E-05,9.99E-18,6.40E-01
1041,48,1.19E-02,1.05E-01,3.76E-05,8.80E-17,4.65E-01
1042,15,3.71E-03,9.72E-02,1.48E-06,4.29E-17,6.95E-01
1043,12,2.97E-03,1.19E-01,4.55E-05,-1.10E-18,6.36E-01
1044,28,6.93E-03,8.31E-02,1.62E-06,1.28E-16,7.78E-01
1045,12,2.97E-03,1.25E-01,5.90E-05,-4.43E-18,5.91E-01
1046,3,7.43E-04,7.96E-03,0,-4.89E-19,1.00E+00
1047,65,1.61E-02,1.52E-01,2.78E-05,1.99E-18,6.03E-01
1048,106,2.63E-02,1.72E-01,6.49E-05,1.63E-17,5.09E-01
1049,82,2.03E-02,1.74E-01,9.83E-04,3.50E-17,5.59E-01
1050,11,2.72E-03,1.07E-01,0,-1.86E-18,8.18E-01
1051,46,1.14E-02,1.15E-01,1.50E-04,6.37E-17,4.55E-01
1052,63,1.56E-02,1.14E-01,2.96E-04,5.66E-16,3.27E-01
1053,8,1.98E-03,1.54E-01,0,3.63E-18,3.93E-01
1054,54,1.34E-02,1.52E-01,3.89E-05,1.82E-16,6.02E-01
1055,14,3.47E-03,1.36E-01,4.06E-05,3.47E-18,7.69E-01
1056,65,1.61E-02,1.52E-01,8.11E-06,4.71E-18,5.44E-01
1057,5,1.24E-03,8.44E-02,1.28E-04,4.55E-17,5.00E-01
1058,7,1.73E-03,1.48E-01,5.64E-06,4.35E-18,5.24E-01
1059,165,4.09E-02,1.57E-01,2.94E-05,9.33E-17,5.19E-01
1060,51,1.26E-02,1.31E-01,7.59E-04,7.21E-16,5.92E-01
1061,10,2.48E-03,7.63E-02,1.59E-07,-7.25E-19,8.22E-01
1062,22,5.45E-03,1.14E-01,5.21E-05,1.46E-16,3.55E-01
1063,22,5.45E-03,1.23E-01,1.67E-07,1.22E-17,8.14E-01
1064,27,6.69E-03,8.41E-02,1.41E-04,1.25E-16,4.27E-01
1065,2,4.95E-04,3.28E-03,0,2.79E-18,1.00E+00
1066,68,1.68E-02,1.11E-01,9.36E-05,4.05E-16,5.26E-01
1067,76,1.88E-02,8.35E-02,5.89E-05,7.81E-16,5.79E-01
1068,49,1.21E-02,1.28E-01,6.59E-06,3.14E-17,5.53E-01
1069,21,5.20E-03,1.28E-01,1.60E-06,1.37E-17,8.00E-01
1070,78,1.93E-02,1.26E-01,1.60E-03,8.25E-16,2.94E-01
1071,3,7.43E-04,5.94E-02,0,7.94E-19,1.00E+00
1072,26,6.44E-03,9.00E-02,5.03E-06,1.24E-16,6.18E-01
1073,10,2.48E-03,9.38E-02,3.12E-05,-5.47E-18,3.56E-01
1074,63,1.56E-02,1.88E-01,2.14E-03,2.66E-16,4.86E-01
1075,80,1.98E-02,1.54E-01,1.28E-04,3.24E-16,5.19E-01
1076,142,3.52E-02,1.58E-01,3.15E-05,1.09E-16,5.63E-01
1077,15,3.71E-03,1.66E-01,7.35E-05,-3.30E-18,3.33E-01
1078,183,4.53E-02,1.58E-01,2.28E-04,1.79E-16,5.01E-01
1079,123,3.05E-02,1.55E-01,7.68E-06,1.06E-16,6.08E-01
1080,60,1.49E-02,1.32E-01,4.54E-04,1.51E-15,3.92E-01
1081,30,7.43E-03,8.19E-02,6.74E-06,3.59E-16,7.49E-01
1082,57,1.41E-02,8.30E-02,1.66E-06,3.65E-16,6.89E-01
1083,106,2.63E-02,1.54E-01,5.77E-05,7.58E-17,5.92E-01
1084,15,3.71E-03,1.37E-01,2.87E-07,5.74E-17,6.95E-01
1085,66,1.63E-02,1.91E-01,1.18E-03,3.43E-18,2.44E-01
1086,205,5.08E-02,1.62E-01,8.55E-03,1.45E-15,3.45E-01
1087,7,1.73E-03,1.26E-01,1.73E-05,9.67E-19,5.71E-01
1088,14,3.47E-03,1.34E-01,5.45E-05,7.64E-18,4.40E-01
1089,14,3.47E-03,6.87E-02,2.30E-05,1.18E-17,7.47E-01
1090,13,3.22E-03,8.88E-02,1.46E-05,5.19E-18,6.28E-01
1091,20,4.95E-03,1.12E-01,4.00E-05,2.78E-16,6.74E-01
1092,50,1.24E-02,1.33E-01,2.70E-06,1.16E-16,5.22E-01
1093,9,2.23E-03,7.56E-02,9.22E-06,5.92E-18,5.56E-01
1094,11,2.72E-03,8.34E-02,1.62E-05,2.06E-17,5.27E-01
1095,24,5.94E-03,1.04E-01,7.22E-05,9.49E-16,4.17E-01
1096,1,2.48E-04,0,0,4.93E-19,0
1097,36,8.92E-03,8.69E-02,1.69E-05,8.07E-17,7.71E-01
1098,23,5.70E-03,1.48E-01,1.07E-04,-2.93E-18,3.83E-01
1099,56,1.39E-02,8.97E-02,6.84E-05,4.65E-16,7.16E-01
1100,64,1.58E-02,8.40E-02,6.55E-06,5.47E-16,6.35E-01
1101,123,3.05E-02,1.50E-01,1.00E-04,3.41E-16,5.66E-01
1102,51,1.26E-02,8.92E-02,3.94E-06,5.35E-16,7.26E-01
1103,8,1.98E-03,5.38E-02,6.01E-07,1.26E-17,7.14E-01
1104,109,2.70E-02,9.15E-02,3.85E-04,1.22E-15,4.20E-01
1105,4,9.91E-04,4.95E-04,0,3.28E-20,8.33E-01
1106,27,6.69E-03,9.89E-02,1.64E-04,3.77E-16,3.25E-01
1107,141,3.49E-02,1.52E-01,3.43E-05,1.98E-16,5.36E-01
1108,43,1.06E-02,7.21E-02,2.33E-06,5.41E-16,8.06E-01
1109,38,9.41E-03,9.51E-02,8.59E-05,3.92E-16,4.98E-01
1110,70,1.73E-02,1.43E-01,1.47E-03,7.67E-16,4.51E-01
1111,9,2.23E-03,9.27E-02,0,-6.35E-18,9.72E-01
1112,54,1.34E-02,1.40E-01,5.95E-06,3.41E-16,6.87E-01
1113,47,1.16E-02,9.64E-02,2.03E-05,2.23E-15,5.25E-01
1114,38,9.41E-03,1.05E-01,5.96E-05,1.17E-15,4.44E-01
1115,36,8.92E-03,7.63E-02,8.32E-07,4.46E-16,7.71E-01
1116,29,7.18E-03,1.35E-01,4.03E-07,6.39E-17,6.75E-01
1117,122,3.02E-02,1.52E-01,5.10E-05,3.23E-16,5.70E-01
1118,35,8.67E-03,8.67E-02,1.67E-05,8.61E-17,8.07E-01
1119,1,2.48E-04,0,0,-4.74E-19,0
1120,51,1.26E-02,7.56E-02,5.42E-06,5.69E-16,6.67E-01
1121,24,5.94E-03,9.87E-02,5.20E-05,2.58E-16,6.52E-01
1122,49,1.21E-02,1.03E-01,2.25E-04,2.27E-15,5.36E-01
1123,71,1.76E-02,1.46E-01,4.38E-05,3.73E-16,4.56E-01
1124,130,3.22E-02,1.52E-01,1.42E-04,4.47E-16,4.38E-01
1125,117,2.90E-02,1.49E-01,1.73E-05,6.51E-16,6.22E-01
1126,198,4.90E-02,1.70E-01,5.10E-04,7.97E-16,4.65E-01
1127,21,5.20E-03,9.70E-02,1.69E-04,6.25E-18,4.43E-01
1128,98,2.43E-02,1.51E-01,1.07E-03,1.07E-15,5.62E-01
1129,60,1.49E-02,8.06E-02,1.65E-05,7.30E-16,6.67E-01
1130,66,1.63E-02,1.46E-01,2.08E-05,3.91E-16,6.05E-01
1131,32,7.92E-03,1.02E-01,1.02E-04,1.67E-16,4.96E-01
1132,142,3.52E-02,1.49E-01,2.75E-05,9.64E-16,5.57E-01
1133,6,1.49E-03,1.06E-01,7.99E-05,-7.75E-19,6.67E-01
1134,11,2.72E-03,1.41E-02,4.48E-06,2.26E-18,6.36E-01
1135,68,1.68E-02,1.49E-01,7.17E-05,5.37E-16,5.93E-01
1136,33,8.17E-03,9.20E-02,2.46E-03,7.43E-17,5.49E-01
1137,29,7.18E-03,8.66E-02,5.01E-06,7.71E-17,8.35E-01
1138,14,3.47E-03,1.02E-01,4.14E-04,1.26E-17,5.27E-01
1139,24,5.94E-03,8.80E-02,5.71E-06,8.88E-17,6.27E-01
1140,9,2.23E-03,1.52E-01,5.10E-05,6.55E-18,6.94E-01
1141,18,4.46E-03,8.68E-02,1.49E-06,3.15E-18,6.93E-01
1142,33,8.17E-03,8.31E-02,3.51E-06,1.43E-15,6.16E-01
1143,14,3.47E-03,7.31E-02,2.88E-05,7.15E-16,4.07E-01
1144,21,5.20E-03,9.18E-02,7.40E-05,2.29E-17,7.05E-01
1145,1,2.48E-04,0,0,2.82E-18,0
1146,147,3.64E-02,1.53E-01,3.52E-04,8.00E-16,5.15E-01
1147,5,1.24E-03,8.88E-02,4.78E-05,6.98E-17,5.00E-01
1148,65,1.61E-02,7.50E-02,6.00E-05,1.25E-15,5.74E-01
1149,102,2.53E-02,1.46E-01,6.02E-05,9.70E-16,5.90E-01
1150,14,3.47E-03,1.43E-01,9.73E-07,3.46E-18,6.26E-01
1151,6,1.49E-03,1.49E-01,1.46E-05,-3.50E-19,3.33E-01
1152,17,4.21E-03,1.08E-01,2.98E-05,2.94E-16,6.54E-01
1153,139,3.44E-02,1.47E-01,4.49E-05,1.06E-15,5.58E-01
1154,9,2.23E-03,7.64E-02,1.80E-05,1.13E-17,5.00E-01
1155,45,1.11E-02,1.12E-01,3.78E-04,2.46E-15,4.47E-01
1156,99,2.45E-02,1.44E-01,2.30E-05,1.03E-15,5.38E-01
1157,5,1.24E-03,7.24E-02,0,1.46E-18,8.00E-01
1158,66,1.63E-02,7.50E-02,2.03E-05,1.07E-15,5.41E-01
1159,61,1.51E-02,1.10E-01,2.71E-04,4.50E-16,3.82E-01
1160,88,2.18E-02,1.45E-01,6.86E-05,6.47E-16,5.61E-01
1161,19,4.71E-03,1.45E-01,1.16E-04,3.26E-18,4.33E-01
1162,8,1.98E-03,7.27E-03,0,5.96E-19,6.79E-01
1163,100,2.48E-02,1.43E-01,2.02E-05,1.29E-15,6.57E-01
1164,27,6.69E-03,1.33E-01,1.04E-06,5.91E-16,7.75E-01
1165,26,6.44E-03,1.69E-01,1.25E-03,1.58E-16,2.46E-01
1166,57,1.41E-02,1.06E-01,6.05E-04,8.05E-16,5.13E-01
1167,28,6.93E-03,8.31E-02,3.68E-06,1.36E-16,6.03E-01
1168,6,1.49E-03,1.53E-02,6.50E-07,1.34E-18,5.33E-01
1169,19,4.71E-03,8.51E-02,2.14E-05,5.44E-16,6.20E-01
1170,36,8.92E-03,7.73E-02,5.75E-05,4.82E-16,3.29E-01
1171,24,5.94E-03,1.94E-01,3.89E-03,5.34E-17,1.85E-01
1172,113,2.80E-02,1.46E-01,8.42E-05,1.80E-15,6.10E-01
1173,115,2.85E-02,1.84E-01,2.30E-03,1.46E-15,4.49E-01
1174,18,4.46E-03,9.11E-02,1.96E-05,2.28E-17,7.19E-01
1175,132,3.27E-02,1.62E-01,1.24E-03,1.70E-15,4.51E-01
1176,2,4.95E-04,6.86E-03,0,2.20E-18,1.00E+00
1177,15,3.71E-03,9.08E-02,1.11E-04,9.94E-18,4.38E-01
1178,13,3.22E-03,1.35E-01,2.46E-05,2.39E-17,4.62E-01
1179,45,1.11E-02,9.64E-02,8.49E-05,3.00E-15,6.02E-01
1180,45,1.11E-02,1.28E-01,1.24E-05,1.29E-15,6.68E-01
1181,89,2.20E-02,1.31E-01,5.71E-06,7.04E-16,6.94E-01
1182,66,1.63E-02,1.78E-01,5.68E-04,1.92E-16,6.46E-01
1183,34,8.42E-03,1.16E-01,3.56E-04,6.96E-16,4.81E-01
1184,158,3.91E-02,1.48E-01,1.11E-04,2.15E-15,5.32E-01
1185,156,3.86E-02,1.45E-01,1.35E-04,2.96E-15,5.53E-01
1186,17,4.21E-03,7.55E-02,4.60E-08,4.30E-17,9.49E-01
1187,20,4.95E-03,9.33E-02,2.00E-05,5.04E-18,6.00E-01
1188,32,7.92E-03,8.72E-02,3.12E-05,4.71E-16,6.47E-01
1189,38,9.41E-03,1.01E-01,5.54E-04,6.75E-16,4.27E-01
1190,39,9.66E-03,7.56E-02,1.04E-05,7.37E-16,7.61E-01
1191,110,2.72E-02,1.44E-01,1.37E-04,1.84E-15,5.35E-01
1192,97,2.40E-02,7.56E-02,2.11E-04,2.58E-15,4.71E-01
1193,9,2.23E-03,1.16E-01,8.88E-05,3.78E-18,3.06E-01
1194,4,9.91E-04,9.50E-03,1.13E-05,9.90E-19,6.67E-01
1195,49,1.21E-02,1.34E-01,2.88E-06,9.68E-16,6.69E-01
1196,26,6.44E-03,1.43E-01,5.79E-05,6.95E-16,6.06E-01
1197,15,3.71E-03,1.18E-01,4.21E-04,1.29E-16,4.10E-01
1198,83,2.06E-02,1.29E-01,6.16E-06,1.83E-15,7.25E-01
1199,217,5.37E-02,1.48E-01,1.82E-04,4.71E-15,4.48E-01
1200,4,9.91E-04,6.83E-02,0,3.04E-18,6.67E-01
1201,58,1.44E-02,1.41E-01,8.43E-06,2.79E-15,6.46E-01
1202,9,2.23E-03,6.80E-02,1.60E-04,2.41E-17,3.06E-01
1203,8,1.98E-03,9.71E-02,7.53E-07,5.25E-18,7.14E-01
1204,107,2.65E-02,7.67E-02,1.83E-04,2.40E-15,4.33E-01
1205,102,2.53E-02,1.43E-01,3.12E-05,3.20E-15,5.59E-01
1206,1,2.48E-04,0,0,-2.10E-18,0
1207,72,1.78E-02,1.25E-01,4.35E-05,2.92E-15,6.82E-01
1208,3,7.43E-04,0,0,7.94E-19,1.00E+00
1209,76,1.88E-02,1.37E-01,2.01E-05,1.08E-15,6.21E-01
1210,40,9.91E-03,8.82E-02,1.26E-04,2.40E-15,4.58E-01
1211,173,4.28E-02,1.45E-01,1.09E-04,4.70E-15,5.08E-01
1212,26,6.44E-03,8.01E-02,1.23E-04,6.62E-16,5.05E-01
1213,20,4.95E-03,6.89E-02,1.21E-05,2.64E-16,6.00E-01
1214,114,2.82E-02,1.44E-01,1.22E-04,4.87E-15,4.68E-01
1215,43,1.06E-02,6.04E-02,1.26E-04,1.43E-15,5.46E-01
1216,36,8.92E-03,8.65E-02,3.88E-05,1.83E-16,7.67E-01
1217,47,1.16E-02,1.26E-01,6.62E-04,9.79E-16,3.56E-01
1218,11,2.72E-03,4.54E-02,1.05E-05,8.98E-18,7.64E-01
1219,54,1.34E-02,1.42E-01,1.60E-05,2.99E-15,6.48E-01
1220,9,2.23E-03,1.08E-01,4.84E-07,1.68E-18,5.28E-01
1221,71,1.76E-02,8.24E-02,2.16E-04,1.27E-15,3.73E-01
1222,142,3.52E-02,1.48E-01,4.46E-04,7.71E-15,4.68E-01
1223,22,5.45E-03,1.09E-01,3.68E-04,1.85E-15,3.42E-01
1224,2,4.95E-04,0,0,1.31E-18,1.00E+00
1225,30,7.43E-03,7.96E-02,8.85E-06,4.34E-16,6.23E-01
1226,35,8.67E-03,7.60E-02,1.52E-04,1.05E-15,4.29E-01
1227,84,2.08E-02,7.25E-02,4.50E-05,2.86E-15,5.21E-01
1228,23,5.70E-03,8.53E-02,6.53E-05,4.48E-16,5.38E-01
1229,47,1.16E-02,7.70E-02,3.27E-05,2.53E-15,6.11E-01
1230,125,3.10E-02,1.40E-01,3.17E-05,6.00E-15,5.56E-01
1231,74,1.83E-02,7.75E-02,1.64E-04,4.04E-15,5.38E-01
1232,29,7.18E-03,8.60E-02,3.82E-05,1.34E-16,8.45E-01
1233,2,4.95E-04,0,0,4.37E-18,1.00E+00
1234,15,3.71E-03,7.96E-02,6.40E-06,2.09E-16,6.86E-01
1235,107,2.65E-02,7.77E-02,2.94E-04,5.03E-15,4.45E-01
1236,43,1.06E-02,1.01E-01,6.35E-04,3.70E-16,4.34E-01
1237,60,1.49E-02,1.10E-01,5.27E-04,4.20E-15,3.75E-01
1238,152,3.76E-02,1.41E-01,2.10E-04,7.58E-15,4.65E-01
1239,9,2.23E-03,9.54E-02,6.41E-08,7.18E-18,6.94E-01
1240,7,1.73E-03,9.70E-02,7.46E-05,1.30E-18,2.86E-01
1241,20,4.95E-03,7.98E-02,1.15E-05,3.54E-16,5.53E-01
1242,93,2.30E-02,1.37E-01,4.17E-05,2.62E-15,6.36E-01
1243,112,2.77E-02,1.39E-01,1.00E-04,7.20E-15,5.54E-01
1244,12,2.97E-03,1.70E-02,5.55E-06,1.12E-16,4.39E-01
1245,40,9.91E-03,6.45E-02,3.21E-04,2.04E-15,7.55E-01
1246,35,8.67E-03,8.07E-02,8.67E-05,4.93E-16,2.82E-01
1247,24,5.94E-03,7.05E-02,4.11E-05,3.57E-16,4.86E-01
1248,8,1.98E-03,7.38E-02,4.58E-05,2.83E-16,6.07E-01
1249,15,3.71E-03,1.00E-01,1.12E-04,2.26E-16,8.00E-01
1250,137,3.39E-02,1.39E-01,1.05E-04,6.87E-15,5.36E-01
1251,12,2.97E-03,9.12E-02,1.16E-06,2.37E-17,8.18E-01
1252,3,7.43E-04,3.71E-04,0,2.95E-19,1.00E+00
1253,3,7.43E-04,0,0,7.26E-18,1.00E+00
1254,6,1.49E-03,3.30E-04,1.24E-05,2.34E-17,6.00E-01
1255,124,3.07E-02,1.56E-01,9.97E-04,7.87E-15,5.51E-01
1256,135,3.34E-02,1.37E-01,7.29E-05,9.75E-15,5.21E-01
1257,55,1.36E-02,6.58E-02,2.00E-06,4.37E-15,6.79E-01
1258,42,1.04E-02,1.24E-01,2.25E-03,8.43E-16,4.46E-01
1259,47,1.16E-02,7.92E-02,3.98E-04,9.59E-16,4.73E-01
1260,38,9.41E-03,7.94E-02,2.29E-05,1.09E-15,6.09E-01
1261,68,1.68E-02,7.19E-02,1.54E-04,2.94E-15,5.52E-01
1262,2,4.95E-04,2.51E-03,0,-1.67E-19,1.00E+00
1263,6,1.49E-03,7.14E-03,8.05E-06,3.95E-16,4.67E-01
1264,5,1.24E-03,4.33E-03,6.13E-08,2.60E-18,7.00E-01
1265,31,7.68E-03,1.32E-01,1.90E-05,1.23E-15,5.74E-01
1266,13,3.22E-03,1.21E-01,4.28E-04,5.31E-18,7.56E-01
1267,120,2.97E-02,1.38E-01,3.06E-05,9.05E-15,6.23E-01
1268,11,2.72E-03,7.93E-02,3.65E-04,4.76E-16,2.36E-01
1269,126,3.12E-02,1.37E-01,4.97E-05,1.00E-14,5.59E-01
1270,2,4.95E-04,2.48E-04,0,1.85E-18,1.00E+00
1271,96,2.38E-02,1.35E-01,5.00E-05,8.84E-15,6.57E-01
1272,84,2.08E-02,1.50E-01,4.62E-04,6.09E-15,5.52E-01
1273,64,1.58E-02,6.37E-02,2.70E-04,4.62E-15,4.31E-01
1274,25,6.19E-03,1.15E-01,7.72E-05,-2.49E-18,4.87E-01
1275,57,1.41E-02,7.98E-02,1.11E-04,1.57E-15,4.33E-01
1276,2,4.95E-04,4.39E-03,0,5.19E-18,1.00E+00
1277,124,3.07E-02,8.30E-02,1.27E-03,6.98E-15,3.95E-01
1278,36,8.92E-03,1.16E-01,8.96E-05,2.88E-15,6.79E-01
1279,44,1.09E-02,6.61E-02,1.35E-06,2.63E-15,7.48E-01
1280,76,1.88E-02,1.21E-01,1.47E-05,1.06E-14,5.74E-01
1281,41,1.02E-02,6.35E-02,1.96E-05,1.35E-15,6.74E-01
1282,68,1.68E-02,6.74E-02,2.92E-04,5.69E-15,5.86E-01
1283,32,7.92E-03,1.47E-01,2.94E-04,2.51E-17,2.48E-01
1284,60,1.49E-02,6.58E-02,1.82E-05,5.68E-15,5.75E-01
1285,55,1.36E-02,1.10E-01,3.05E-06,6.27E-15,7.78E-01
1286,23,5.70E-03,5.83E-02,3.53E-06,4.50E-15,6.13E-01
1287,66,1.63E-02,1.33E-01,1.65E-06,6.64E-15,7.25E-01
1288,92,2.28E-02,1.23E-01,3.21E-05,1.13E-14,6.62E-01
1289,85,2.11E-02,1.50E-01,8.26E-04,1.40E-14,6.65E-01
1290,87,2.15E-02,1.34E-01,4.86E-05,3.35E-15,5.48E-01
1291,113,2.80E-02,1.35E-01,3.57E-05,1.64E-14,6.12E-01
1292,55,1.36E-02,6.58E-02,1.17E-05,7.05E-15,7.11E-01
1293,48,1.19E-02,1.32E-01,4.95E-06,5.72E-15,7.01E-01
1294,22,5.45E-03,7.44E-02,4.15E-06,1.98E-15,5.84E-01
1295,5,1.24E-03,6.74E-04,1.35E-07,1.15E-17,6.00E-01
1296,25,6.19E-03,7.84E-02,2.89E-05,9.68E-16,5.17E-01
1297,6,1.49E-03,3.03E-02,3.62E-06,5.69E-18,8.67E-01
1298,71,1.76E-02,7.55E-02,2.48E-04,8.22E-15,6.29E-01
1299,31,7.68E-03,7.85E-02,1.49E-05,1.01E-15,6.24E-01
1300,31,7.68E-03,8.39E-02,5.70E-06,2.53E-15,6.41E-01
1301,6,1.49E-03,1.21E-01,1.68E-06,9.19E-18,5.33E-01
1302,107,2.65E-02,1.34E-01,2.88E-05,1.71E-14,6.60E-01
1303,48,1.19E-02,7.55E-02,4.09E-04,3.81E-15,5.95E-01
1304,38,9.41E-03,7.84E-02,6.06E-05,1.05E-15,4.03E-01
1305,104,2.58E-02,1.49E-01,4.00E-04,1.22E-14,4.99E-01
1306,26,6.44E-03,7.87E-02,1.67E-05,8.03E-16,5.32E-01
1307,31,7.68E-03,9.34E-02,6.55E-05,2.67E-17,5.68E-01
1308,20,4.95E-03,7.80E-02,9.46E-06,6.34E-16,5.74E-01
1309,43,1.06E-02,6.59E-02,6.85E-05,4.47E-15,6.92E-01
1310,27,6.69E-03,7.87E-02,1.58E-05,1.32E-15,7.21E-01
1311,24,5.94E-03,7.59E-02,3.13E-05,6.76E-16,5.51E-01
1312,80,1.98E-02,1.68E-01,1.40E-03,8.60E-15,5.59E-01
1313,34,8.42E-03,8.35E-02,7.30E-06,2.91E-15,6.15E-01
1314,26,6.44E-03,7.52E-02,5.67E-05,4.25E-16,7.63E-01
1315,44,1.09E-02,6.55E-02,8.52E-07,7.55E-15,7.27E-01
1316,32,7.92E-03,5.84E-02,1.88E-05,2.43E-15,7.98E-01
1317,21,5.20E-03,1.37E-01,1.45E-04,3.67E-17,2.95E-01
1318,41,1.02E-02,8.36E-02,3.03E-05,4.20E-15,5.80E-01
1319,27,6.69E-03,8.59E-02,1.09E-05,1.31E-16,9.20E-01
1320,64,1.58E-02,8.40E-02,1.41E-04,7.82E-15,4.80E-01
1321,25,6.19E-03,1.31E-01,9.85E-05,2.52E-15,4.73E-01
1322,90,2.23E-02,6.63E-02,3.11E-04,1.49E-14,5.27E-01
